"ID","shLuci_vitro_v2_1","shLuci_vitro_v2_2","shLuci_vitro_v2_3","shLuci_vivo_v2_1_NN","shLuci_vivo_v2_2_NN","shLuci_vivo_v2_3_NN","shRad21_vitro_v2_1","shRad21_vitro_v2_2","shRad21_vitro_v2_3","shRad21_vivo_v2_1_NN","shRad21_vivo_v2_2_NN","shRad21_vivo_v2_3_NN"
"ENSMUSG00000025468",2,0,0,0,0,1,0,0,0,2,0,1
"ENSMUSG00000025469",1,0,0,0,0,0,1,0,3,1,0,0
"ENSMUSG00000025470",271,381,444,698,516,677,461,421,526,684,661,610
"ENSMUSG00000025473",128,215,141,34,38,64,71,52,87,28,45,19
"ENSMUSG00000025474",840,1085,1199,2633,2342,2412,1494,1339,1618,2181,2479,2262
"ENSMUSG00000025475",0,0,0,0,10,1,0,0,0,1,0,0
"ENSMUSG00000025477",499,709,793,561,550,661,880,700,1105,832,689,668
"ENSMUSG00000025478",0,0,0,0,10,0,0,0,0,0,0,0
"ENSMUSG00000025479",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000025480",3,20,3,0,9,0,10,18,3,0,2,0
"ENSMUSG00000025481",1,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000025482",0,0,0,0,9,4,0,0,0,10,3,1
"ENSMUSG00000025484",406,533,523,751,694,850,616,490,752,783,667,724
"ENSMUSG00000025485",2113,2836,3324,5424,4895,5591,3758,2835,4410,4633,4650,4814
"ENSMUSG00000025486",1556,1923,2159,5278,4426,4423,2985,2327,3349,4179,4167,4146
"ENSMUSG00000025487",1912,2222,2169,3760,3401,3671,2872,2301,3333,3325,3188,2896
"ENSMUSG00000025488",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000025489",25,24,38,17,10,22,18,21,14,29,22,17
"ENSMUSG00000025491",9912,13783,11122,6646,5379,5303,7851,7204,11631,3892,4384,3925
"ENSMUSG00000025492",4328,6946,6720,6405,5596,7030,6127,6047,8922,8867,8647,8731
"ENSMUSG00000025494",878,1081,1370,2826,2330,3012,1685,1393,2051,2913,2823,2815
"ENSMUSG00000025495",564,742,931,1416,1166,1240,800,644,941,1359,1194,1115
"ENSMUSG00000025496",0,0,2,0,5,0,0,0,0,0,0,1
"ENSMUSG00000025497",0,0,1,0,0,3,0,0,0,0,1,0
"ENSMUSG00000025498",538,1033,922,1232,1099,1373,627,824,1190,834,1200,791
"ENSMUSG00000025499",662,579,505,1220,1340,1456,808,707,915,1304,1248,1228
"ENSMUSG00000025500",85,164,265,71,65,135,152,132,218,145,108,67
"ENSMUSG00000025503",3602,5196,4915,4979,4167,5013,4940,4723,5909,4529,4768,4211
"ENSMUSG00000025504",71,83,96,177,141,144,115,88,132,259,192,226
"ENSMUSG00000025505",334,530,700,680,479,761,725,520,811,716,622,645
"ENSMUSG00000025507",588,723,972,1498,1125,1403,1062,807,1044,1245,1379,1221
"ENSMUSG00000025508",3142,3774,4061,955,839,1027,3873,3201,4156,864,815,895
"ENSMUSG00000025509",1651,2215,2572,3688,2869,3394,2671,2447,3084,3716,3579,3729
"ENSMUSG00000025510",1487,1795,1878,132,81,98,2232,1995,2963,124,152,96
"ENSMUSG00000025511",2064,2013,2225,4430,4703,5210,3396,2600,4047,5032,4463,4961
"ENSMUSG00000025512",544,800,735,1289,1029,996,782,608,901,1087,997,1024
"ENSMUSG00000025515",55,59,67,0,9,6,65,36,48,1,2,0
"ENSMUSG00000025519",0,0,0,0,11,7,0,0,0,2,1,0
"ENSMUSG00000025521",487,607,606,1155,974,995,635,644,871,780,831,812
"ENSMUSG00000025525",470,705,593,1111,1018,1111,861,747,949,1077,1077,950
"ENSMUSG00000025527",0,0,0,0,0,0,0,0,1,2,0,1
"ENSMUSG00000025528",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000025529",14,31,43,8,41,58,26,27,45,52,37,22
"ENSMUSG00000025531",966,1571,1347,800,586,818,1663,1385,2160,560,746,707
"ENSMUSG00000025532",539,839,697,1050,774,987,1006,832,1158,914,978,954
"ENSMUSG00000025533",942,1350,1411,1145,878,1131,1580,1441,2003,1291,1197,1197
"ENSMUSG00000025534",3211,3750,4240,5806,4839,6157,5265,4030,6177,5681,5258,5097
"ENSMUSG00000025537",5,5,10,4,9,12,5,4,6,8,7,4
"ENSMUSG00000025538",510,563,680,740,643,772,741,608,857,788,745,686
"ENSMUSG00000025544",3214,4260,4277,6357,6488,6729,5054,4029,6101,6293,7433,6196
"ENSMUSG00000025545",618,977,699,487,420,422,938,782,1099,551,454,499
"ENSMUSG00000025551",3,0,1,0,2,1,1,0,1,2,0,0
"ENSMUSG00000025555",39,29,34,18,23,30,101,70,79,21,20,13
"ENSMUSG00000025557",0,0,1,0,4,4,0,0,1,5,1,0
"ENSMUSG00000025558",794,1157,1401,603,388,372,1349,942,1688,342,492,411
"ENSMUSG00000025571",1262,1794,2321,1031,962,1094,3073,2162,3031,995,1027,1074
"ENSMUSG00000025572",505,674,1089,1732,1550,1839,1135,909,1470,2021,1989,1901
"ENSMUSG00000025573",2,1,12,2,2,4,1,8,10,1,4,3
"ENSMUSG00000025574",825,814,1161,1566,1356,1480,1633,1169,1761,1209,1308,1176
"ENSMUSG00000025575",1376,1850,1962,1343,998,1193,2034,1855,2627,1425,1480,1118
"ENSMUSG00000025576",1,0,2,4,16,2,0,1,0,2,0,0
"ENSMUSG00000025577",523,620,815,1201,991,1102,1032,785,1059,896,1206,1016
"ENSMUSG00000025578",104,135,135,430,444,478,274,200,226,404,396,414
"ENSMUSG00000025579",2940,3579,4379,5784,5018,5589,4602,3627,5900,7038,6886,7388
"ENSMUSG00000025580",1162,1486,1595,3672,2949,3432,2063,1727,2302,3402,3275,3147
"ENSMUSG00000025582",0,1,1,0,3,2,0,1,0,3,0,0
"ENSMUSG00000025583",930,1318,1490,1979,1331,1603,1881,1460,1935,1807,1846,1609
"ENSMUSG00000025584",334,645,725,217,206,277,733,641,1097,370,430,423
"ENSMUSG00000025586",0,2,1,3,4,2,1,0,2,2,6,2
"ENSMUSG00000025588",2,6,4,13,19,41,9,3,12,20,30,57
"ENSMUSG00000025591",327,374,446,270,304,285,508,366,489,351,259,284
"ENSMUSG00000025592",30,29,36,90,110,67,41,33,53,71,59,56
"ENSMUSG00000025597",268,459,686,1023,775,790,802,912,2258,1242,1398,1305
"ENSMUSG00000025602",219,297,306,512,399,569,326,278,375,572,441,524
"ENSMUSG00000025607",1902,3204,2739,3136,2685,2512,3263,2876,3996,3077,3768,3039
"ENSMUSG00000025608",2030,2709,3181,103,107,91,2060,1417,1930,282,190,176
"ENSMUSG00000025609",1841,2747,3092,3222,2716,3025,3256,2625,3531,2957,3129,3021
"ENSMUSG00000025610",0,0,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000025612",1357,2257,2192,314,229,317,2534,2149,3022,331,276,317
"ENSMUSG00000025613",6330,8713,9082,14287,12074,13716,11047,8851,11619,13943,14446,12982
"ENSMUSG00000025616",851,1257,1416,1203,981,1091,1487,1111,1546,1035,1012,1015
"ENSMUSG00000025626",2179,3528,4086,3159,2668,3080,4613,3672,5843,2610,3681,2839
"ENSMUSG00000025630",4146,5495,5122,7766,6361,7445,6595,5364,7557,7049,7231,6461
"ENSMUSG00000025644",1,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025645",259,324,319,553,541,518,384,310,415,525,501,464
"ENSMUSG00000025646",12,12,27,74,37,67,19,19,26,30,30,38
"ENSMUSG00000025647",6561,8959,9839,10482,10083,14202,6972,7247,9544,11260,9800,11802
"ENSMUSG00000025648",416,561,732,463,445,425,784,568,954,489,455,460
"ENSMUSG00000025650",1,9,18,0,10,3,15,12,16,0,9,2
"ENSMUSG00000025651",3602,3859,4226,13173,12671,13445,5462,4265,5888,11526,11828,11453
"ENSMUSG00000025652",0,0,0,1,3,1,0,0,0,2,0,0
"ENSMUSG00000025656",175,362,293,97,56,127,313,276,447,151,108,174
"ENSMUSG00000025658",6,7,8,5,1,0,2,7,4,0,0,5
"ENSMUSG00000025665",157,157,168,61,36,50,309,181,259,136,166,145
"ENSMUSG00000025666",47,65,66,7,0,23,88,66,115,74,65,80
"ENSMUSG00000025701",250,555,789,118,47,82,394,565,768,98,153,162
"ENSMUSG00000025702",914,1377,1288,801,803,963,1878,1569,2321,1053,1200,928
"ENSMUSG00000025716",2,2,1,0,7,4,0,1,0,0,0,0
"ENSMUSG00000025722",928,1182,1250,2081,1976,2077,1405,1206,1642,2060,1827,1978
"ENSMUSG00000025723",30,29,52,61,23,49,58,45,63,37,42,38
"ENSMUSG00000025724",1782,2292,2383,2704,2642,3065,2666,2225,3027,2874,2947,2820
"ENSMUSG00000025726",2,0,2,1,5,1,2,0,0,0,1,5
"ENSMUSG00000025727",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000025728",1126,1386,1708,3446,2830,3407,2252,1755,2535,3274,3612,3272
"ENSMUSG00000025730",364,494,508,950,871,1097,623,528,749,1101,1120,1064
"ENSMUSG00000025731",514,617,760,1086,911,1158,748,599,880,1133,995,1131
"ENSMUSG00000025732",218,185,166,424,382,435,217,168,231,419,274,376
"ENSMUSG00000025733",420,502,727,412,351,504,951,643,1060,538,496,593
"ENSMUSG00000025735",11,10,19,2,4,3,23,14,19,1,2,0
"ENSMUSG00000025736",323,362,442,1047,899,1020,586,427,724,991,1064,1098
"ENSMUSG00000025737",664,939,1107,2023,1609,2163,1139,970,1354,1815,1977,1587
"ENSMUSG00000025738",9,5,14,8,8,1,6,6,8,2,1,1
"ENSMUSG00000025739",1,0,0,2,1,0,0,0,0,0,1,0
"ENSMUSG00000025742",1962,2691,2355,3676,3049,3152,2984,2405,3301,2579,3269,2679
"ENSMUSG00000025743",152,268,182,247,310,253,297,252,320,378,370,391
"ENSMUSG00000025745",2312,3186,3973,2264,2009,2212,4568,3782,5297,2117,2324,2141
"ENSMUSG00000025746",4,36,40,24,1,9,1,1,2,1,7,1
"ENSMUSG00000025747",763,780,956,3429,2948,3486,1362,957,1296,2522,2821,2605
"ENSMUSG00000025754",1,0,1,0,3,1,0,0,0,0,1,2
"ENSMUSG00000025757",882,1441,1499,1429,1492,1452,1826,1331,2151,1654,1769,1532
"ENSMUSG00000025758",108,134,123,148,115,129,170,129,148,85,111,96
"ENSMUSG00000025759",203,308,300,538,400,535,403,315,442,559,504,441
"ENSMUSG00000025762",319,465,438,252,246,257,340,309,440,281,237,195
"ENSMUSG00000025764",1081,1341,1446,2463,2363,2524,2174,1504,2173,2422,2453,2399
"ENSMUSG00000025766",300,361,460,386,417,374,590,403,554,395,475,421
"ENSMUSG00000025774",0,0,0,0,4,0,0,0,0,0,0,0
"ENSMUSG00000025776",282,370,400,874,1079,996,910,521,831,1186,1210,1248
"ENSMUSG00000025777",2,0,0,0,21,13,8,1,2,3,26,8
"ENSMUSG00000025779",67,120,99,210,165,221,248,208,286,204,233,213
"ENSMUSG00000025780",1959,2401,3137,4383,4001,4365,1909,1293,2357,4221,3906,3902
"ENSMUSG00000025781",4367,5297,4534,7255,6596,7108,6378,5159,7190,6501,6670,6486
"ENSMUSG00000025782",444,646,762,990,745,1050,828,644,942,998,896,951
"ENSMUSG00000025783",0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000025784",5,6,9,1,0,0,6,4,5,0,0,0
"ENSMUSG00000025785",1104,1294,1247,3340,2939,3276,1650,1250,1645,2982,2776,2778
"ENSMUSG00000025786",2097,3191,3229,4093,3371,3702,3923,3212,4665,3265,3713,3158
"ENSMUSG00000025787",7,6,13,21,34,16,7,0,6,13,14,10
"ENSMUSG00000025789",5,1,5,16,20,50,26,18,19,56,54,59
"ENSMUSG00000025790",1987,2754,3367,6904,4662,5312,2205,1695,2841,4707,5624,5247
"ENSMUSG00000025791",2948,4168,4153,2303,1912,2241,5323,4436,6287,2639,2493,2364
"ENSMUSG00000025792",463,455,651,1132,929,1068,585,443,742,829,811,922
"ENSMUSG00000025793",835,1062,1326,2014,1776,2323,1520,1212,1623,2382,2273,2121
"ENSMUSG00000025794",2692,3702,4787,2171,1730,2191,3667,3487,4476,2076,1890,1832
"ENSMUSG00000025795",570,770,837,1122,907,965,1495,1117,1890,750,789,763
"ENSMUSG00000025804",16,30,25,39,24,34,1,2,5,13,23,6
"ENSMUSG00000025808",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000025809",7978,10972,11237,8000,7351,7752,12897,10740,15998,8366,8480,7335
"ENSMUSG00000025810",35,42,40,110,99,90,24,15,18,11,25,18
"ENSMUSG00000025812",2,0,1,2,22,4,2,0,2,9,10,9
"ENSMUSG00000025813",22,28,27,33,49,59,20,9,4,46,24,25
"ENSMUSG00000025815",34,48,63,27,50,38,49,36,70,52,17,37
"ENSMUSG00000025816",376,412,697,547,433,613,745,522,714,627,505,561
"ENSMUSG00000025817",1615,2033,1797,1926,1737,2005,2181,1801,2410,1715,1679,1523
"ENSMUSG00000025821",658,771,878,1327,949,1265,1361,1036,1464,1072,1275,1166
"ENSMUSG00000025823",2279,3218,3761,5895,5596,6210,3359,2848,3949,5110,5298,5220
"ENSMUSG00000025825",323,422,457,811,711,797,470,426,690,828,754,778
"ENSMUSG00000025838",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000025839",0,0,0,0,1,1,0,0,0,3,0,0
"ENSMUSG00000025854",81,58,87,73,95,111,31,14,16,99,83,108
"ENSMUSG00000025855",6,15,9,8,22,12,9,6,12,46,18,18
"ENSMUSG00000025856",38,49,43,20,11,23,27,19,21,35,6,19
"ENSMUSG00000025857",512,662,729,961,715,829,843,699,912,773,913,798
"ENSMUSG00000025858",727,679,659,1636,1525,1736,893,698,966,1667,1410,1389
"ENSMUSG00000025860",2573,4158,3930,815,647,921,4969,4047,5891,663,704,727
"ENSMUSG00000025862",4723,7166,7333,3910,3465,3714,9964,7839,12110,2866,4197,3294
"ENSMUSG00000025867",152,173,168,52,52,85,340,246,328,99,78,71
"ENSMUSG00000025868",721,938,1069,1415,1212,1449,988,847,1241,1339,1253,1183
"ENSMUSG00000025869",1114,1389,1263,2607,2091,2644,1299,1084,1338,2633,2185,2271
"ENSMUSG00000025870",215,234,309,285,179,307,433,259,379,267,267,243
"ENSMUSG00000025871",992,1380,1423,2081,1648,2040,1759,1491,2227,2201,2046,2067
"ENSMUSG00000025872",1196,1468,1552,2344,1922,2354,2021,1719,2201,2091,2254,1958
"ENSMUSG00000025873",1581,2163,2208,2072,1962,2149,2436,1942,2865,1936,2217,1879
"ENSMUSG00000025875",102,142,190,157,117,124,174,148,213,362,279,302
"ENSMUSG00000025876",289,212,309,238,225,283,443,243,284,373,488,479
"ENSMUSG00000025877",506,841,828,4634,3388,4005,359,310,359,1699,1745,1622
"ENSMUSG00000025878",1148,1579,1815,1542,1469,1911,1966,1588,2456,1690,1659,1648
"ENSMUSG00000025880",248,365,411,387,342,351,387,385,478,240,288,244
"ENSMUSG00000025885",1,1,4,1,1,6,3,2,3,13,3,7
"ENSMUSG00000025887",618,1006,992,1180,981,985,2644,2671,4158,1913,1776,1722
"ENSMUSG00000025888",516,872,814,1679,1314,1813,1104,1048,1378,1501,1445,1237
"ENSMUSG00000025889",4,7,4,47,46,51,13,11,13,67,48,43
"ENSMUSG00000025892",3,0,0,0,2,0,1,0,4,0,3,0
"ENSMUSG00000025893",115,153,143,208,161,178,198,180,228,257,228,245
"ENSMUSG00000025894",861,1191,1158,1258,1228,1363,1313,1029,1411,1292,1358,1256
"ENSMUSG00000025898",745,1190,1231,561,523,519,1300,1054,1497,536,590,550
"ENSMUSG00000025899",464,654,754,975,1065,918,941,722,1060,986,1070,1010
"ENSMUSG00000025900",0,1,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000025902",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025903",1317,1845,1562,2941,2653,2826,2480,1926,2723,2564,3173,2587
"ENSMUSG00000025905",0,0,0,0,14,1,0,0,0,0,0,0
"ENSMUSG00000025907",1540,2550,2667,2260,2102,2195,2720,2287,3813,2119,2580,2280
"ENSMUSG00000025909",0,0,0,1,13,9,1,0,0,0,0,0
"ENSMUSG00000025911",4,14,10,4,2,5,23,22,16,43,4,9
"ENSMUSG00000025912",115,156,180,32,30,24,268,158,244,35,35,16
"ENSMUSG00000025915",1395,2214,2113,3021,2345,2658,2029,1654,2438,2006,2216,1769
"ENSMUSG00000025916",0,4,0,1,2,4,1,0,1,1,0,0
"ENSMUSG00000025917",1555,2077,2045,2672,2350,2702,2806,2271,3050,2663,2545,2342
"ENSMUSG00000025920",731,1076,1002,741,743,955,1126,958,1314,798,825,795
"ENSMUSG00000025921",189,220,288,234,179,285,390,289,411,887,548,606
"ENSMUSG00000025922",0,3,3,1,1,1,3,4,7,1,2,1
"ENSMUSG00000025925",664,930,909,1322,1197,1448,1154,756,1183,1153,1339,1198
"ENSMUSG00000025927",1,1,2,0,5,1,0,1,0,0,0,0
"ENSMUSG00000025929",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025930",0,0,0,0,1,8,0,0,0,0,0,0
"ENSMUSG00000025931",316,518,540,880,780,962,588,430,708,592,751,570
"ENSMUSG00000025932",385,698,775,1318,1475,1725,1225,972,1509,2058,2324,2525
"ENSMUSG00000025933",69,96,57,124,132,130,152,160,157,154,174,141
"ENSMUSG00000025934",3,7,3,3,3,13,13,5,15,11,10,6
"ENSMUSG00000025935",4507,6350,6701,10056,9193,10359,6731,5724,8092,9785,9905,9151
"ENSMUSG00000025936",0,0,0,0,5,3,0,0,0,4,7,2
"ENSMUSG00000025937",847,1297,1200,542,523,482,1183,944,1389,610,449,442
"ENSMUSG00000025938",44,53,40,37,9,25,16,10,13,11,10,9
"ENSMUSG00000025939",478,626,527,747,716,938,692,522,726,955,967,915
"ENSMUSG00000025940",1137,1511,1372,2117,2085,2237,1561,1333,1849,2252,2298,2086
"ENSMUSG00000025945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025946",1,0,0,0,4,2,0,0,0,0,0,0
"ENSMUSG00000025949",1232,1701,1940,548,547,521,2075,1629,2599,617,553,526
"ENSMUSG00000025950",1640,2723,2697,1257,1063,1124,3823,3412,5173,1448,1401,1218
"ENSMUSG00000025952",0,0,0,0,2,3,0,0,0,0,1,0
"ENSMUSG00000025955",0,0,0,1,12,11,0,1,0,0,2,0
"ENSMUSG00000025956",455,626,664,924,811,1067,881,690,1045,1167,979,988
"ENSMUSG00000025958",2625,3772,4095,1746,1615,1843,4758,3870,5428,1374,1728,1483
"ENSMUSG00000025959",196,360,412,212,169,207,409,369,512,271,217,292
"ENSMUSG00000025961",3,3,2,0,1,0,3,5,4,0,0,2
"ENSMUSG00000025962",750,724,726,1457,1486,1409,1163,793,1086,1288,1380,1205
"ENSMUSG00000025963",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000025964",0,2,2,3,15,10,0,0,1,1,4,1
"ENSMUSG00000025967",20960,24941,21673,5149,4698,5481,24839,20679,29686,4869,4230,4700
"ENSMUSG00000025968",1962,2776,2586,4011,3365,3602,3476,2741,3892,3621,3873,3287
"ENSMUSG00000025969",42,45,50,7,32,39,28,29,30,11,19,6
"ENSMUSG00000025971",249,267,321,551,487,552,386,314,458,552,541,522
"ENSMUSG00000025977",7,9,13,17,15,13,11,2,8,10,18,8
"ENSMUSG00000025978",23,28,42,90,57,39,37,23,44,46,52,17
"ENSMUSG00000025979",938,1232,1181,1784,1442,2147,1542,1288,1762,1916,2188,2079
"ENSMUSG00000025980",2295,2797,3576,2589,2304,2704,3982,2733,3671,2994,2745,2598
"ENSMUSG00000025981",167,214,151,308,257,393,247,186,283,307,341,378
"ENSMUSG00000025982",13023,18458,22879,15146,13539,14956,22524,18072,27588,14557,15377,13262
"ENSMUSG00000025983",7,11,10,1,10,12,11,4,10,0,2,3
"ENSMUSG00000025986",2765,3980,3604,1338,1345,1301,3011,2428,3854,1274,1569,1387
"ENSMUSG00000025991",2,0,0,0,1,1,0,1,1,2,0,0
"ENSMUSG00000025993",213,224,189,125,111,276,81,73,83,149,141,112
"ENSMUSG00000025995",1502,1953,1972,1602,1477,1765,2534,1791,2361,1839,1657,1672
"ENSMUSG00000025997",1078,1667,2051,1715,1167,1652,2030,1714,2474,1239,1164,1093
"ENSMUSG00000026000",1002,1371,1302,3468,3121,3459,1380,1199,1744,3053,3255,3213
"ENSMUSG00000026003",3076,5142,5887,4654,4106,4945,4214,4267,6316,4254,5046,3921
"ENSMUSG00000026004",1259,1958,2086,1739,1416,1713,2191,1818,2646,1368,1553,1621
"ENSMUSG00000026005",1037,1499,1249,1476,1258,1508,1638,1377,2178,1573,1649,1455
"ENSMUSG00000026009",21,49,65,172,94,149,26,22,60,80,133,101
"ENSMUSG00000026011",2,6,18,14,12,18,1,1,3,6,16,6
"ENSMUSG00000026012",376,512,679,67,25,31,428,290,631,20,10,20
"ENSMUSG00000026014",190,280,382,33,70,57,272,184,246,29,35,48
"ENSMUSG00000026017",278,401,501,352,214,296,485,352,504,290,252,210
"ENSMUSG00000026018",16,29,28,38,19,30,20,23,24,32,29,18
"ENSMUSG00000026019",1146,1625,1729,2661,2164,2600,1924,1327,1965,2506,2282,2224
"ENSMUSG00000026020",4085,5397,5498,6456,5558,6271,7076,5016,6348,6217,6249,6099
"ENSMUSG00000026021",723,1013,893,1232,1069,1350,1028,958,1385,1251,1299,1271
"ENSMUSG00000026023",0,0,0,2,2,1,0,0,0,0,0,0
"ENSMUSG00000026024",1066,1673,1922,1358,1226,1050,1474,1241,1804,831,901,821
"ENSMUSG00000026027",528,743,800,1135,993,1225,720,616,981,893,1156,947
"ENSMUSG00000026028",1556,2239,2337,725,627,691,2807,2061,2992,789,763,651
"ENSMUSG00000026029",2148,3305,3330,4615,3651,4075,3969,3267,4402,3616,4127,3652
"ENSMUSG00000026031",1363,2225,2820,1395,1170,1490,3038,2519,3528,1394,1514,1426
"ENSMUSG00000026032",528,743,615,1188,968,1300,760,670,928,1012,928,1052
"ENSMUSG00000026034",3586,4877,5423,6898,6279,9222,6600,5095,8439,6526,9173,7248
"ENSMUSG00000026035",449,591,483,902,909,1195,617,570,706,1236,1130,1236
"ENSMUSG00000026036",591,857,906,1861,1565,1636,1073,841,1152,1898,1704,1686
"ENSMUSG00000026037",1140,1338,1302,1551,1150,1346,1807,1353,1759,1301,1547,1290
"ENSMUSG00000026039",220,318,374,381,317,384,426,306,419,230,278,215
"ENSMUSG00000026042",1,0,2,0,6,5,1,1,2,0,1,0
"ENSMUSG00000026043",1,1,0,0,9,3,1,0,0,0,5,0
"ENSMUSG00000026047",943,1152,1256,1261,1094,1398,1359,1046,1528,1442,1435,1184
"ENSMUSG00000026048",533,837,696,509,402,514,787,700,834,441,492,543
"ENSMUSG00000026049",591,666,704,1303,1189,1271,771,648,922,1118,1291,952
"ENSMUSG00000026051",1,1,3,3,0,1,2,3,1,1,1,0
"ENSMUSG00000026058",0,1,0,5,18,21,0,1,1,0,5,1
"ENSMUSG00000026062",4,13,6,118,30,39,16,20,31,17,52,20
"ENSMUSG00000026063",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026064",262,350,384,477,358,417,404,348,531,409,511,410
"ENSMUSG00000026065",0,0,0,0,1,1,0,0,0,0,1,0
"ENSMUSG00000026068",1734,2566,3307,2206,1599,1666,3197,2315,3258,798,1436,954
"ENSMUSG00000026069",16,30,37,66,45,82,53,66,314,73,173,110
"ENSMUSG00000026070",157,242,226,332,224,311,147,88,137,111,159,89
"ENSMUSG00000026072",1964,2664,2878,2886,2132,1590,1202,1105,1193,1051,1588,1193
"ENSMUSG00000026073",205,287,240,119,93,113,123,96,131,35,32,48
"ENSMUSG00000026074",3394,5123,5860,1323,883,1069,6701,5570,7483,965,949,928
"ENSMUSG00000026077",120,158,190,56,83,77,165,128,162,53,40,76
"ENSMUSG00000026078",973,1295,1236,1217,1071,1290,1562,1405,2008,1234,1137,1211
"ENSMUSG00000026080",62,45,46,207,167,224,170,85,137,372,357,478
"ENSMUSG00000026082",795,1022,1238,817,1009,999,1427,1137,1707,1164,1238,1082
"ENSMUSG00000026083",3477,4997,5439,1368,1067,1375,6914,5839,8221,1507,1266,1281
"ENSMUSG00000026085",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000026087",672,909,789,1168,1006,1160,997,900,1164,1164,1051,1028
"ENSMUSG00000026088",609,808,863,838,771,920,950,775,1204,975,1061,883
"ENSMUSG00000026090",42,51,79,20,24,21,29,20,32,15,12,8
"ENSMUSG00000026094",1573,2624,2676,2734,2428,2490,2107,1770,3023,2014,2404,2122
"ENSMUSG00000026095",188,302,260,226,227,224,271,254,313,220,205,220
"ENSMUSG00000026096",330,407,456,373,417,385,521,402,602,380,333,334
"ENSMUSG00000026097",407,534,480,1149,987,1367,677,535,812,1037,1257,1101
"ENSMUSG00000026098",213,339,371,647,573,703,431,286,451,549,552,453
"ENSMUSG00000026100",3,0,0,0,2,0,0,0,1,0,0,0
"ENSMUSG00000026102",755,1063,1347,1037,813,1056,1368,999,1339,934,893,933
"ENSMUSG00000026103",4062,5419,6245,3112,2912,3137,6609,4889,7806,3407,3316,3044
"ENSMUSG00000026104",617,1190,1122,1416,1091,1458,1006,1051,1472,1155,1230,1133
"ENSMUSG00000026107",707,1011,1004,753,630,796,722,547,832,714,713,796
"ENSMUSG00000026109",1,1,0,0,11,5,1,2,2,1,3,102
"ENSMUSG00000026110",777,1305,1520,667,849,707,1183,1035,1584,572,619,628
"ENSMUSG00000026111",705,1014,953,2285,2003,2376,1320,1071,1517,2140,2251,2217
"ENSMUSG00000026112",2427,3916,3436,4174,3774,4014,4430,3858,5528,3857,4693,4044
"ENSMUSG00000026113",513,697,893,257,173,241,965,757,1337,344,221,241
"ENSMUSG00000026114",0,2,0,2,4,4,1,0,2,0,1,0
"ENSMUSG00000026116",2056,2945,3587,1002,846,898,3350,2486,4010,970,963,859
"ENSMUSG00000026117",2,5,4,20,17,20,6,5,6,11,6,7
"ENSMUSG00000026121",275,325,544,222,266,227,610,480,801,242,205,217
"ENSMUSG00000026123",1641,2575,2819,3711,3185,3867,3031,2895,4473,4063,4066,4155
"ENSMUSG00000026124",1,0,1,10,15,18,6,1,5,17,10,15
"ENSMUSG00000026125",3,1,3,3,1,0,1,0,3,1,2,1
"ENSMUSG00000026126",1131,1269,1410,2395,2227,2590,1387,1107,1593,2588,1902,2353
"ENSMUSG00000026127",1110,1540,1822,3159,2493,2908,1924,1523,2033,3209,2791,2890
"ENSMUSG00000026131",270,386,552,139,121,180,729,611,865,325,209,256
"ENSMUSG00000026134",627,831,941,1550,1201,1354,1053,819,1155,1115,1380,1101
"ENSMUSG00000026135",584,685,854,536,438,569,1116,740,977,441,646,640
"ENSMUSG00000026141",4,0,2,21,27,19,0,1,0,0,7,0
"ENSMUSG00000026142",783,1401,1060,935,901,886,936,906,1251,1119,1162,1022
"ENSMUSG00000026147",0,0,0,0,2,0,0,0,0,1,0,0
"ENSMUSG00000026149",1,0,0,3,0,0,0,0,0,1,4,0
"ENSMUSG00000026150",1951,2967,2902,3660,2847,3547,2862,2508,3630,3378,3413,3529
"ENSMUSG00000026153",206,295,339,204,44,85,418,295,493,63,85,89
"ENSMUSG00000026154",265,384,333,590,516,632,456,379,540,553,483,558
"ENSMUSG00000026155",372,555,629,472,423,544,723,617,818,582,544,581
"ENSMUSG00000026156",18,25,38,15,13,22,19,29,27,6,25,12
"ENSMUSG00000026158",2077,3345,3437,3569,2981,3564,4728,4007,6140,3449,3100,3396
"ENSMUSG00000026159",1661,2487,2859,1711,1572,1887,2908,2394,3465,1737,2032,1764
"ENSMUSG00000026162",86,109,107,246,188,294,117,113,161,230,240,217
